BuscoID,BUSCO_LittleSkate,BUSCO_Chicken,BUSCO_Human,BUSCO_Mouse,BUSCO_ThornySkate,BUSCO_Zebrafish
141264at7742,chr1&29702604,chr4&20321751,chr4&154584124,chr3&83023949,chr1&31352763,chr1&10066270
143888at7742,chr1&29822787,chr4&20293346,chr4&154536685,chr3&83055646,chr1&31537579,chr1&25651058
381106at7742,chr1&29986129,chr4&19876754,chr4&153344738,chr3&84088068,chr1&31728057,chr1&25181245
403226at7742,chr1&30458537,chr4&34618777,chr4&74748041,chr5&91360748,chr1&32149053,chr21&19368982
298413at7742,chr1&30554298,chr4&34596009,chr4&75482538,chr5&91949736,chr1&32244621,chr5&9147504
101303at7742,chr1&30739983,chr4&44783961,chr4&75746343,chr5&92151850,chr1&32465271,chr1&26467232
100623at7742,chr1&30993935,chr4&45641817,chr4&88007734,chr5&104459637,chr1&32692302,chr1&50539255
106858at7742,chr1&32557602,chr4&60851635,chr4&102632057,chr3&135493505,chr1&34348108,chr13&11719853
331986at7742,chr1&33000220,chr4&60974970,chr6&99174741,chr3&135271823,chr1&34801201,chr1&43714424
138249at7742,chr1&33334480,chr4&49243146,chr4&56467636,chr5&76974724,chr1&35111942,chr14&1203608
309596at7742,chr1&33747198,chrZ&52795241,chr4&681958,chr5&108433175,chr1&35419513,chr20&37844035
96693at7742,chr1&34239131,chrZ&52146188,chr9&36217365,chr4&44037118,chr1&35808878,chr1&12308497
31951at7742,chr1&43559884,chr4&79805096,chr4&6804594,chr5&36602624,chr1&45508771,chr7&39668843
62221at7742,chr1&44843086,chr4&79147288,chr4&5711381,chr5&37300706,chr1&46832984,
322345at7742,chr1&46011470,chr4&78596115,chr17&30068590,chr5&38086800,chr1&48054331,chr14&20349
79920at7742,chr1&46183864,chrZ&53315630,chr4&499336,chr5&108312925,chr1&48219815,chr14&3718862
405980at7742,chr1&46357240,chrZ&53725276,chr8&42837962,chr8&26158451,chr1&48391048,chr5&431994
349858at7742,chr1&47280266,chr6&5127451,chr9&37780679,chr4&45316827,chr1&49331290,
103690at7742,chr1&48389969,chr4&46447493,chr4&83407453,chr5&100762499,chr1&50389942,chr21&19324486
291229at7742,chr1&48518857,chrZ&53928345,chr8&43056347,chr8&25999448,chr1&50529473,chr14&3516647
261091at7742,chr1&48537884,chr4&34158110,chr8&43103549,chr8&25982874,chr1&50544554,chr13&9546374
308333at7742,chr1&52185502,chr4&37938822,,chr3&131234169,chr1&54195311,chr1&49909962
53269at7742,chr1&53118221,chr4&38433534,,chr3&132686800,chr1&55160293,
133965at7742,chr1&53628910,chr4&38608011,,,,
375400at7742,chr1&53677658,chr4&38674097,chr4&105682733,chr3&133082429,chr1&55705399,chr1&26438792
62345at7742,chr1&59863111,chr4&60028656,chr4&99564096,chr3&138091055,chr1&61994533,chr1&12107994
410913at7742,chr1&60283177,chr4&60118915,chr13&36902772,chr7&104942119,chr1&62756872,chr13&12478065
239289at7742,chr1&63905370,chr4&54970836,chr4&118685535,chr3&123368396,,chr1&20063738
231143at7742,chr1&64364719,chr13&13800250,chr4&119009847,chr18&60602083,chr1&66884684,chr14&49634439
359813at7742,chr1&64980510,chr4&54534573,chr4&120060118,chr6&66535527,chr1&67544896,chr7&57629514
297771at7742,chr1&66677172,chr4&34930706,chr4&77862849,chr5&96210163,chr1&69492249,chr5&38822174
418700at7742,chr1&68541077,chr4&45322203,chr4&80266825,chr5&98254412,chr1&71312265,chr5&39537195
141965at7742,chr1&72684840,chr4&49985454,,chr5&92286823,chr1&75533562,chr21&9367097
215427at7742,chr1&72876234,chr4&49938510,chr4&76115366,chr5&92416210,chr1&75719496,chr21&214715
286081at7742,chr1&73918711,chr4&46430733,chr4&83264199,,chr1&76731786,chr5&66203154
221197at7742,chr1&74218487,chr4&46271934,chr4&83035225,chr5&100518477,chr1&77064643,chr10&11355952
121505at7742,chr1&74265129,chr4&46294263,chr4&82928102,chr5&100444076,chr1&77139247,chr10&11328254
343489at7742,chr1&74778709,chr4&46409784,,,,chr10&5002147
417133at7742,chr1&74815081,chr4&37703447,,chr3&130696460,chr1&77645284,chr7&59169151
108881at7742,chr1&75633912,chr4&78304383,chr4&10075378,chr5&38527806,chr1&78709194,
343091at7742,chr1&79220274,chr4&76737114,chr4&15435744,chr5&43609001,chr1&82338554,chr23&2183917
155235at7742,chr1&80542455,chr4&75971291,chr4&17577466,chr5&45493460,chr1&83743720,chr1&19418796
421281at7742,chr1&80578289,chr4&75969231,chr4&17614655,chr5&45520326,chr1&83779921,chr1&21309409
96327at7742,chr1&80694451,chr3&62755699,chr4&17632532,,,chr1&23511747
100655at7742,chr1&80908700,chr4&75897960,chr4&17811078,chr5&45670023,chr1&84162467,chr1&23557846
29337at7742,chr1&84276673,chr4&74430815,chr4&22387705,chr5&49960272,chr1&87846015,
161775at7742,chr1&85821929,chr4&73527138,chr4&25123931,chr5&52643804,chr1&89830409,chr7&71437709
241208at7742,chr1&86140414,chr4&73496003,chr4&25312810,chr5&52783091,chr1&90158921,chr12&22645028
83097at7742,chr1&86244896,chr4&73479748,chr4&25377428,chr5&52834264,chr1&90267636,chr20&23475527
160383at7742,chr1&86897154,chr4&73141713,chr4&26617399,chr5&53819827,chr1&90977597,chr7&62248640
11104at7742,chr1&94959810,chr4&69914094,chr4&37418158,chr5&63708941,chr1&99054677,chr7&61082292
87643at7742,chr1&96272986,chr4&69316806,chr4&39288761,chr5&65263063,chr1&100413494,chr1&23243676
220264at7742,chr1&96418753,chr4&69279358,chr4&39459118,chr5&65391629,chr1&100589621,chr1&23274771
422319at7742,chr1&96498743,chr4&69212056,chr4&39552126,chr5&65450405,chr1&100679719,chr1&23299048
357871at7742,chr1&96956273,chr4&69002131,chr4&40243387,chr5&65892389,chr1&101167234,chr1&23398405
321832at7742,chr1&98541887,chr4&68356732,chr4&41935485,chr5&67248169,chr1&102782844,chr14&46343798
185742at7742,chr1&98663419,chr4&68331945,chr4&42001715,chr5&67307095,chr1&102914943,chr14&44793858
190526at7742,chr1&98760777,chr4&68290547,chr4&42117518,chr5&67398236,chr1&102981799,chr14&45213853
116245at7742,chr1&100227675,chr4&67601718,chr4&44672336,chr5&69557055,,chr14&4281978
398354at7742,chr1&102464931,chr4&66814019,chr4&47451645,chr5&72159873,chr1&106571318,chr13&12378404
86856at7742,chr1&102856709,chr4&66591497,chr4&47858926,chr5&72514158,chr1&107013060,chr23&43874124
204865at7742,chr1&103035827,,,,,
211328at7742,chr1&103365595,chr4&66447785,chr4&48341740,chr5&72914625,chr1&107562313,chr20&23447817
389352at7742,chr1&103441411,chr4&66445833,chr4&48483562,chr5&73007067,chr1&107647617,chr20&23431713
284061at7742,chr1&103981329,chr4&66162603,chr4&52023957,chr5&73635495,chr1&108210451,chr20&23173732
258449at7742,chr1&104025438,chr4&66145580,chr4&52051705,chr5&73651586,chr1&108254625,chr20&23162795
185467at7742,chr1&104724203,chr4&65762051,chr4&53254021,chr5&74442856,chr1&108914951,
351522at7742,chr1&105970258,chr4&65130633,chr4&55346337,chr5&76140328,chr1&110278503,chr20&22194365
337000at7742,chr1&106021963,chr4&65119363,chr4&55396190,chr5&76184146,chr1&110306174,chr20&22187337
233977at7742,chr1&106528852,chr5&1095086,chr15&40471343,chr2&118926781,chr1&110841098,chr20&25740454
125886at7742,chr1&106757005,chr4&64787566,chr4&56338402,chr5&76876024,chr1&111060472,chr20&25645588
146661at7742,chr1&106806465,chr4&64741584,chr4&56395352,chr5&76896373,,chr20&25630326
197548at7742,chr1&106860806,chr4&64733202,,,chr1&111162823,chr20&25618267
202013at7742,chr1&110936729,chr1&179832220,chr13&21493249,chr14&57903346,,chr5&36598963
254518at7742,chr1&111100604,chr4&63137279,chr8&17247245,chr8&40512109,chr1&115499545,chr1&16463414
342980at7742,chr1&112028293,chr4&62763518,chr4&189941010,chr8&41397608,chr1&116323708,chr1&16675631
223443at7742,chr1&115048307,chrZ&20606755,chr5&65625061,chr13&104144138,chr1&119377878,chr10&15341028
46317at7742,chr1&116772941,chrZ&19495989,chr5&62433757,chr13&106833989,,
288056at7742,chr1&117000676,chrZ&19481987,chr5&62389010,,chr1&121281665,chr8&17184717
392901at7742,chr1&117762781,chrZ&18970639,chr2&20529467,chr13&108052706,chr1&122134806,chr8&16734083
116667at7742,chr1&119548317,chr14&7296698,chr1&44800464,chr13&110395177,chr1&123957134,chr2&35603808
341195at7742,chr1&120358189,chrZ&17464955,chr5&56909646,,chr1&124777519,chr10&2684093
134679at7742,chr1&121288611,chrZ&16929304,chr5&55775386,chr13&112598945,chr1&125701076,chr10&6888279
147171at7742,chr1&121356582,chrZ&16884495,chr5&55626494,chr13&112669622,chr1&125785041,chr10&6911248
42074at7742,chr1&121622161,chrZ&16737521,chr5&55256488,chr13&112927838,chr1&126048632,chr10&8154874
377323at7742,chr1&122431262,chrZ&16628067,chr5&54979332,chr13&113209843,chr1&127395776,chr21&9988045
396662at7742,chr1&123197969,chrZ&16124393,chr5&53628311,chr13&114288763,,chr5&40485550
395764at7742,chr1&123530029,chrZ&15932096,chr5&53098602,chr13&114818244,chr1&128578406,chr10&8947348
337325at7742,chr1&126041667,chrZ&14740939,chr5&50390129,chr13&117248474,,chr5&66355104
183995at7742,chr1&126846701,chrZ&14183718,chr5&44808963,chr13&118380353,chr1&132004802,chr5&52971486
268813at7742,chr1&128600192,chrZ&8592273,chr9&35100035,chr4&43028165,chr1&133725330,chr10&16840099
51278at7742,chr1&128634787,chrZ&8578948,chr9&35089092,chr4&43017909,chr1&133760222,chr10&17730597
139946at7742,chr1&128704804,chrZ&8564228,chr9&35074108,chr4&43002984,chr1&133827092,chr5&41496660
5018at7742,chr1&128974261,chrZ&2176889,chr18&45852467,chr18&77938500,chr1&134098009,chr5&41582643
90690at7742,chr1&130038037,chrZ&2685125,chr18&44931110,chr18&78842452,chr1&135638479,chr5&52101863
58896at7742,chr1&133797835,chrZ&9126064,chr9&35737169,chr4&43567189,chr1&139811338,chr7&24646640
217762at7742,chr1&133919760,chrZ&9116954,chr9&35748766,chr4&43578968,chr1&139936000,chr7&24631861
394483at7742,chr1&135843094,chrZ&7615147,chr9&34339040,chr4&41464383,chr1&141805357,chr21&11835531
221031at7742,chr1&135964498,chrZ&7545846,chr9&34220915,chr4&41366897,chr1&141928447,chr21&11867700
35271at7742,chr1&136368340,chrZ&7254427,chr9&33462664,chr4&41115357,chr1&142302230,chr5&50869906
333591at7742,chr1&136535230,chrZ&7103033,chr18&36796805,chr18&25138671,chr1&142495951,chr21&12023922
404316at7742,chr1&142341785,chrZ&7942308,chr9&34635632,chr4&41739354,chr1&148366316,chr10&14488723
273954at7742,chr1&142376711,chrZ&7943983,chr9&34646705,chr4&41751986,chr1&148399974,
277217at7742,chr1&143959130,chrZ&10348034,chr5&33989093,chr15&10981810,chr1&149971084,chr21&19418969
192451at7742,chr1&144024862,chrZ&10331465,chr5&33944648,chr15&11000817,chr1&150043011,chr21&19446048
199341at7742,chr1&145511162,chrZ&928587,chr18&59331093,chr18&65983851,chr1&151692668,chr21&10689436
223152at7742,chr1&147130698,chrZ&380944,chr18&57550712,chr18&64458083,chr1&153261614,chr21&1640682
280287at7742,chr1&148288144,,chr18&56603027,chr18&63664303,chr1&154304460,chr21&918936
206434at7742,chr1&150252290,,chr18&54360573,chr18&70453316,chr1&156214318,chr21&1630315
281785at7742,chr1&152534182,,chr18&50974405,chr18&73738834,chr1&158469424,chr5&6854625
334667at7742,chr1&152773444,,chr18&50375831,chr18&74196903,chr1&158668849,chr10&17543841
197420at7742,chr1&153429969,chrZ&1061979,chr18&49562309,chr18&74943336,chr1&159286406,chr8&32373077
112966at7742,chr1&153771725,chrZ&1094389,chr18&49251037,chr18&75043130,,chr21&3489064
201359at7742,chr1&154370990,chrZ&1281331,,chr18&75435194,chr1&160158175,chr21&3244146
175798at7742,chr1&155467699,,,,,chr10&14499277
369343at7742,chr1&156020472,chrZ&2089912,chr18&46215881,chr18&77635139,chr1&161795393,
350289at7742,chr1&156106006,chrZ&2139374,,chr18&77757703,,chr21&5066655
177658at7742,chr1&156387293,chr4&83173608,chr4&1983319,chr5&33898725,chr1&162166694,chr7&24494317
339768at7742,chr1&156473088,chr4&90957760,chr2&74455117,chr6&83121828,chr1&162230248,chr7&7696991
219560at7742,chr1&157980504,chr4&83906973,chr4&1717180,chr5&33654366,chr1&163798905,chr14&9581908
175033at7742,chr1&159683400,chr4&84434393,chr4&1339535,chr5&33368220,chr1&165538409,chr14&15070825
13881at7742,chr1&162046147,chr4&85437202,chr2&86027423,chr6&71909163,,chr14&16151790
115070at7742,chr1&162179062,chr4&85464565,chr2&86106611,chr6&71881153,chr1&168132972,chr14&16127173
128400at7742,chr1&162236708,chr4&85480631,chr2&86144268,chr6&71831471,chr1&168185341,chr14&16094098
412708at7742,chr1&162303281,chr4&85493340,chrX&12824957,chr6&71816099,chr1&168246310,chr17&43512995
129053at7742,chr1&162607940,chr4&85609477,chr2&86603843,chr6&71494663,chr1&168575654,chr14&16084235
129943at7742,chr1&163547333,chr4&88667783,chr20&3146776,chr2&130614245,chr1&169435177,chr5&2724401
155537at7742,chr1&166224771,chr4&87572581,chr2&80302251,chr6&77243562,chr1&172313589,chr1&42776942
332125at7742,chr1&168685084,chr4&86173165,chr2&88717593,chr6&70766554,chr1&174926524,chr13&13930526
60899at7742,chr1&168780465,chr4&86128674,chr2&88557736,chr6&70844726,,chr13&13954990
161315at7742,chr1&173448223,chr4&89693673,,,chr1&180558753,chr7&60148853
250326at7742,chr1&175048399,,chr2&71068684,chr6&83795254,,chr7&59203115
240403at7742,chr1&176326375,chr4&90826283,chr2&74526800,chr6&83054696,chr1&184249520,chr14&5835292
260062at7742,chr1&178279861,chr4&90985865,chr2&74422154,chr6&83152766,chr1&187116154,chr5&43073654
205393at7742,chr1&179015443,chr4&91042362,chr20&2652661,,chr1&189745354,chr21&11959083
291239at7742,chr1&179890607,chr6&8891023,chr10&62376194,chr10&67888830,chr1&191052189,chr17&43626612
12300at7742,chr2&2855405,chr2&4751686,chr3&38039226,chr9&119102668,chr2&3957210,chr24&20333107
80808at7742,chr2&4459529,chr2&131213171,chr8&144511431,chr15&76703741,chr2&5807634,chr19&2791119
72731at7742,chr2&9809861,chr2&13057846,chr10&34999740,chr18&3399868,,chr24&2284548
60142at7742,chr2&13054216,chr2&11482427,chr10&3138031,chr13&6542085,chr2&14763643,chr2&48087205
435525at7742,chr2&13666609,chr2&24478751,chr7&97161781,chr6&6956027,chr2&17192516,chr19&25526592
184707at7742,chr2&14815780,chr2&23652470,chr7&94584451,chr6&4674287,chr2&18375704,chr19&41041501
81756at7742,chr2&14871907,chr2&23622363,chr7&94509677,chr6&4600755,chr2&18429822,chr19&41003887
422403at7742,chr2&15419506,chr2&23398318,chr7&150749736,chr6&4077881,chr2&18982111,chr19&40900208
54574at7742,chr2&16155808,chr2&22950273,chr7&93233370,chr6&3498523,,
303797at7742,chr2&16349696,chr2&22918192,chr7&93189912,chr6&3457989,chr2&19976300,chr19&40352338
105001at7742,chr2&16437144,chr2&88407284,chr18&36129934,,chr2&20068582,chr19&34691876
371168at7742,chr2&17932034,chr2&85628835,chr9&33255219,chr4&40936587,chr2&21549340,chr2&30904125
93020at7742,chr2&17962546,chr2&79164901,chr5&7869134,chr13&68562288,chr2&21590621,chr24&16856006
152925at7742,chr2&18540298,chr2&78391136,,chr15&31590718,chr2&22243491,chr24&16905332
81484at7742,chr2&18779769,chr2&89122196,chr9&100306825,chr4&48437847,chr2&22513292,chr16&27508477
206164at7742,chr2&19005674,chr2&89273342,chr9&99982612,chr4&48194608,chr2&22767113,chr16&27417968
363317at7742,chr2&19055136,chr2&89305659,chr9&99915240,chr4&48131827,chr2&22818987,chr16&27384977
226477at7742,chr2&19436561,chr2&89697618,chr9&99217934,chr4&47471559,chr2&23197495,chr16&27216500
178561at7742,chr2&20470326,chr2&2125379,chr3&42708980,chr9&121798080,chr2&24501245,chr2&2184812
309958at7742,chr2&20776257,chr2&2389685,chr1&228165817,chr11&59158265,chr2&24833370,chr2&3416888
188851at7742,chr2&22497002,chr2&6210532,chr3&38346869,chr9&119357606,chr2&26655036,
291464at7742,chr2&23729934,chr2&6847026,chr7&152648642,chr5&25692113,chr2&28009207,chr24&7324549
82704at7742,chr2&25408693,chr2&7746352,chr7&154946334,chr5&27734808,chr2&29775896,chr2&29903192
117682at7742,chr2&26184667,chr2&8053974,chr7&155662800,chr5&28329107,,chr7&40907165
227342at7742,chr2&26964711,chr2&8493487,chr7&156635645,chr5&29195986,chr2&31492789,chr7&40715897
194260at7742,chr2&27173632,chr2&8600795,chr7&156949738,chr5&29434678,chr2&31701182,chr7&40641371
42538at7742,chr2&27292817,chr2&8668514,chr7&157155884,chr5&29570945,chr2&31815836,chr7&40585827
39294at7742,chr2&28361824,chr2&9508795,chr7&158641464,chr12&116407233,chr2&32945126,chr7&40202640
156112at7742,chr2&30211723,chr2&10442220,,chr13&8973122,chr2&34595170,chr2&42361667
328272at7742,chr2&32515595,,chr8&144078729,chr15&76327493,chr2&37095230,chr2&1939449
120131at7742,chr2&32524904,,chr8&144082731,chr15&76331390,,chr2&1453034
228525at7742,chr2&32933366,chr2&15013887,chr10&30434068,chr18&4332306,chr2&37538343,chr12&23647851
151078at7742,chr2&32985842,chr2&14997515,chr10&30304307,chr18&4366300,chr2&37602394,chr12&23645053
100256at7742,chr2&40268645,chr2&26035509,chr7&10966993,chr6&11925831,chr2&45479407,chr19&38157831
418226at7742,chr2&42213898,chr2&24791598,chr2&174486446,,chr2&47785313,chr19&25465125
51066at7742,chr2&42224298,chr2&24775492,chr7&7572476,chr6&8214806,chr2&47795713,chr16&47273639
64473at7742,chr2&42659338,chr2&28955317,chr7&17777520,chr12&35064808,chr2&48053917,chr19&2064794
395792at7742,chr2&43638860,chr2&29583346,chr7&19144862,chr12&33928490,,chr19&2235682
279373at7742,chr2&44017025,chr2&29750765,chr7&19698316,chr12&33429655,chr2&49506983,chr19&2397333
115767at7742,chr2&44308720,chr2&29902111,chr7&20140946,chr12&119440664,chr2&49843105,chr16&19640675
100494at7742,chr2&44457245,chr2&29980863,chr7&20347068,chr12&119163117,chr2&50010454,chr19&2271578
173797at7742,chr2&46100186,chr2&30897410,chr7&22945589,chr5&23964784,chr2&51843856,chr19&2633464
378656at7742,chr2&46258943,chr2&30978032,chr7&23182086,chr5&24165077,chr2&52002378,chr19&619305
268237at7742,chr2&46283049,chr2&31127851,chr7&23253279,chr6&49034787,chr2&52024719,chr19&20251860
409719at7742,chr2&46343294,chr2&31145533,chr7&23299395,chr6&49073947,chr2&52078668,chr16&54780721
389667at7742,chr2&46593855,chr2&31320115,chr7&23611316,chr6&49334060,chr2&52329663,chr19&20173759
361680at7742,chr2&47272864,chr2&22675232,,chr5&3584721,chr2&53019077,chr19&40177323
136464at7742,chr2&50401431,chr2&37863075,chr3&25719460,chr14&16249367,chr2&56548542,chr19&20761810
240465at7742,chr2&50444226,chr2&37883693,chr3&25790064,chr14&16240668,chr2&56586634,
332423at7742,chr2&50597812,chr2&38165093,chr3&26709673,chr14&15357825,chr2&56752195,chr19&1618641
60688at7742,chr2&50706259,chr2&38304009,chr3&27238900,,chr2&56883871,chr16&50110814
424089at7742,chr2&51473007,chr2&38726470,,chr9&118065228,chr2&57706688,chr16&55106735
376105at7742,chr2&51594897,chr2&38775944,chr3&28324042,chr9&118037683,chr2&57821261,chr16&55083267
258997at7742,chr2&57648000,chr2&67810495,chr18&63331782,chr1&106724902,chr2&64337807,chr2&13225219
99440at7742,chr2&58644193,chr2&79786863,chr5&6587452,chr13&69612093,chr2&65413816,chr19&27858806
422495at7742,chr2&58782988,chr2&79858807,chr5&6372503,chr13&69809844,chr2&65581244,chr19&27970481
425163at7742,chr2&62307111,chr2&85983045,chr3&135949291,chr7&81161393,chr2&69173210,chr19&28281295
49394at7742,chr2&63713893,chr2&42835127,chr3&45398170,chr9&123371873,chr2&70665475,chr16&2903575
424377at7742,chr2&63962182,chr2&42768313,chr18&21612430,,chr2&70931707,chr19&1872954
296937at7742,chr2&64480364,chr2&41826161,chr3&131462723,chr9&105053421,chr2&71525986,chr19&19188838
40843at7742,chr2&65561484,chr2&68242248,chr18&62187506,chr1&105664108,,chr24&18501588
70131at7742,chr2&65702683,chr2&68316321,chr18&62045856,chr1&105535361,chr2&72844639,chr24&23669393
393288at7742,chr2&65887075,chr2&68504700,chr18&61815852,chr1&105284219,chr2&73033748,chr2&27869982
196730at7742,chr2&66524789,chr2&69157766,chr5&31532393,chr15&12810712,chr2&73790304,chr2&27957968
47172at7742,chr2&66546901,chr2&69170917,chr5&31401432,chr15&12833836,chr2&73812868,chr12&13332629
124120at7742,chr2&75877015,chr2&85736141,chr5&1247561,chr13&73627030,chr2&83735731,chr19&627935
362141at7742,chr2&76495393,chr2&83907366,chr18&35468611,chr18&24106527,chr2&84430647,chr16&26851143
87193at7742,chr2&76563214,chr2&84203415,chr9&109048056,chr4&56880247,chr2&84496067,chr16&27127930
327776at7742,chr2&76660095,chr2&84289093,chr9&109137455,chr4&56962988,,chr16&27166157
60330at7742,chr2&77301605,chr2&84795137,chr18&36187540,chr18&24653926,,chr13&16261245
379932at7742,chr2&77556324,chr2&85614980,chr17&34961567,chr11&82764372,,
125236at7742,chr2&78760164,chr2&80749232,chr7&50445263,chr11&11801002,chr2&86893389,chr13&15941869
284429at7742,chr2&79227508,chr7&20075990,,chr11&12249605,,chr16&8532359
